assessmentId,internalTaxonId,scientificName,redlistCategory,redlistCriteria,yearPublished,assessmentDate,criteriaVersion,language,rationale,habitat,threats,population,populationTrend,range,useTrade,systems,conservationActions,realm,yearLastSeen,possiblyExtinct,possiblyExtinctInTheWild,scopes
1266611,169030,Paspalum distichum,Least Concern,,2016,2015-07-14 00:00:00 UTC,3.1,English,"The species is widespread and while it is possibly declining in parts of its range, it is not thought that any global population decline is likely to meet (or be close to meeting) the threshold for Vulnerable. Therefore the species is assessed as Least Concern.","The species grows along fresh and brackish marshes, coastal salt marshes, ponds, ditches, shorelines, beaches, and dunes; and in freshwater wetlands&#160; (Encyclopedia of Life 2015).",There are no known widespread threats to the species.,"<p>The species is classed as globally 'Secure' by NatureServe (2014), however the populations in some states in the USA and Provinces in Canada are classed as 'Critically Imperiled' or 'Imperiled'. The Canadian Endangered Species Conservation Council (CESCC 2011) also class the species as 'Secure' (for Canada only).<br/></p>",Unknown,"The species is widespread and native to North America, Mesoamerica and South America.&#160; It has been introduced in Africa, Asia-Temperate, Australasia, Europe and the Pacific (eMonocot Team 2015).",,Terrestrial|Freshwater (=Inland waters),"No conservation actions for the species are known, or likely to be needed.",Afrotropical|Australasian|Indomalayan|Nearctic|Neotropical|Oceanian|Palearctic,,false,false,Global
1423029,175559,Persicaria maculosa,Least Concern,,2013,2012-09-17 00:00:00 UTC,3.1,English,"<span style=""background-color: rgb(255, 255, 255); "">This species is assessed as Least Concern because it is widespread and does not face any major threats.</span>","<em>P.&#160;maculosa</em><span style=""background-color: rgb(255, 255, 255); "">&#160;is a characteristic species of damp muddy habitats, occurring from cattle drinking bays on rivers, through the drawdown zones of large lakes and reservoirs, through damp arable to building sites and damp areas in urban situations.</span>","<span style=""background-color: rgb(255, 255, 255); "">There are no known past, ongoing, or future threats to the survival of this species.</span>","<span style=""background-color: rgb(255, 255, 255); ""><em>P.&#160;maculosa</em></span><span style=""background-color: rgb(255, 255, 255); "">&#160;</span><span style=""background-color: rgb(255, 255, 255); "">is apparently widespread and abundant throughout its European range. It is extremely abundant in the UK, France, Germany, and the Netherlands, but&#160;</span><span style=""background-color: rgb(255, 255, 255); "">Atlas Flora Europaea shows it as much less common in Scandinavia, Belarus, Ukraine, Russia and in the Mediterranean Basin.</span>&#160;<span style=""background-color: rgb(255, 255, 255); "">It is considered widespread in China, but rare in the Pearl River region.</span>",Unknown,"<span style=""background-color: rgb(255, 255, 255); "">The global distribution of <em>P. maculosa</em></span><span style=""background-color: rgb(255, 255, 255); "">&#160;includes Europe (</span><span style=""background-color: rgb(255, 255, 255); "">Atlas Flora Europaea)</span><span style=""background-color: rgb(255, 255, 255); "">,&#160;</span>Africa,&#160;the Arabian Peninsula (Miller and Cope 1996),&#160;north America, and temperate and tropical Asia.","This species has medicinal properties. It is antiseptic, astringent, cardiotonic, laxative and tonic. It has been used against asthma, fever, inflammation, etc.",Terrestrial|Freshwater (=Inland waters),"<span style=""background-color: rgb(255, 255, 255); "">There are no conservation measures in place or needed.</span>",Afrotropical|Australasian|Nearctic|Palearctic,,false,false,Global
1430281,176097,Vicia sativa,Least Concern,,2019,2017-03-31 00:00:00 UTC,3.1,English,"<em>Vicia sativa</em>&#160;L. is so widespread and its populations are stable. Its extent of occurrence (EOO) is 67,998,632 km<sup>2</sup>&#160;and its area of occupancy (AOO) is 52,064 km<sup>2</sup>. The species is listed as&#160;Least Concern.","<span style=""font-style: italic;"">Vicia sativa</span>&#160;L. is a   common pan-temperate and semi-tropical weed of agricultural and disturbed land (Maxted 1995). This species is common in di<span style="""">sturbed&#160;land,&#160;field margins, hedgerows and woodland&#160;(Maxted 1995).</span>","This is a very common species found over a wide geographic range and there appears to be <span style="""">no major threats to its populations&#160;(M</span>axted 1995).","This species is the most widespread <span style=""font-style: italic;"">Vicia </span>species<span style="""">, being common and stable throughout its range (Maxted 1</span>995).",Stable,"This species is native across Europe where it is located within, Austria, Belgium, Belarus, Bulgaria, Cyprus, Czech Republic, Denmark, Estonia, Finland, France, Germany, Greece,&#160;Hungary, Italy, Ireland, Latvia,&#160;Lithuania, Malta,&#160;Moldova, Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Spain, Sweden, Switzerland, United Kingdom, Ukraine. The species also occurs in Afghanistan, Albania, Algeria, Argentina, Armenia, Azerbaijan, Brazil, Canada, Chile, China, Cuba, Ecuador, Egypt, Iran, Iraq, Israel, Jordan, Japan, Kazakhstan, Kenya, Korea, Kyrgyzstan, Lebanon, Libya, Mauritius, Mexico, Morocco,&#160;Oman,&#160;Syria, Saudi Arabia, Tajikistan, Taiwan, Tunisia, Turkey, Turkmenistan, Uzbekistan, Yemen. <em>Vicia sativa</em> L. is widely naturalised&#160;elsewhere and widely cultivated (Maxted 1995).","<span style=""""><span style=""font-style: italic;"">Vicia sativa L.&#160;</span>subsp. <span style=""font-style: italic;"">nigra </span>is cultivated often in a mixture with other species in Europe (Maxted 1995). <em>Vicia sativa</em> L. subsp. <em>sativa</em>&#160;is cultivated as fodder in Southeast Europe and the Middle East. The white seeded form was cultivated for human food in the former Soviet Union (Maxted 1995).<br/><br/><em>Vicia sativa </em>L. is a tertiary wild relative and potential gene donor of   Hungarian Vetch (<span style=""font-style: italic;"">V.   pannonica</span>  Crantz), Faba Bean (<span style=""font-style: italic;"">V.  faba</span> L.),     Narbon Bean (<span style=""font-style: italic;"">V.  narbonensis</span>     L.) and more remotely a number of  other  cultivated vetches as the Articulated    Vetch<span style=""font-style: italic;""> </span>(<span style=""font-style: italic;"">V. articulata</span> Hornem.), Bitter Vetch     (<span style=""font-style: italic;"">V. ervilia</span> (L.) Willd.) and Winter  Vetch (<span style=""font-style: italic;"">V. villosa</span>     Roth.) (Maxted 1995). <span style=""""><em></em></span>",Terrestrial,"The genus <span style=""font-style: italic;"">Vicia </span>is  listed in  Annex 1 of the International Treaty on Plant Genetic  Resources for Food  and Agriculture as part of the Faba Bean gene pool.<br/><br/>This species is widely represented in<span style=""font-style: italic;""> </span><em>ex situ    </em>gene    banks from throu<span style="""">ghout its range with over 13,000 accessions according to Genesys (2017). The species is also located in 34 botanical garden collections worldwide (BGCI 2017).</span><br/>   <br/><em>   In situ        </em>the species  is likely to be  passively conserved in many existing        protected areas throughout its range but as  its  conservation in        these sites is not actively monitored it may be  subject  to     population    loss over time from factors such as climate  change.",Palearctic,,false,false,Global
1431472,176104,Vicia lutea,Least Concern,,2016,2014-02-28 00:00:00 UTC,3.1,English,<em>Vicia lutea </em>is globally assessed as Least Concern as it is a widespread species with no major threats and <em>ex situ </em>conservation in place. Population monitoring and establishment of <em>in situ </em>reserves in the eastern Mediterranean is recommended for this and other species of <em>Vicia.&#160;</em><p></p>,<em>Vicia lutea</em> is found in disturbed and agricultural land and open woodland; it flowers from March to June (Maxted 1995).,"There are not thought to be any major threats to this species within its European range as it has a stable population trend (Osborne 2011). The threats facing this species outside of its European range remain unknown. However, association with agricultural and semi natural habitats makes this species vulnerable to changes in agricultural management and other anthropogenic pressures (Keisa&#160;<em>et al.&#160;</em>2008).&#160;Grazing by wild or domesticated animals in these habitats may present a plausible threat to this species, as species of the genus&#160;<em>Vicia&#160;</em>generally do not respond well to grazing (Maxted 1995).","According to the European Red List assessment for this species, the exact population size is unknown, but the species is considered relatively common throughout its range with a stable population (Maxted 1995, Osborne<em>&#160;</em>2011).",Stable,"<span style=""font-style: italic;"">Vicia lutea</span> is a widespread species native to northern Africa, Europe, western Asia and the Caucasus, and is also naturalized elsewhere (USDA, ARS, National Genetic Resources Program 2014). It occurs at elevations between 2 m and 2180 m asl (Maxted 1995).","This species is cultivated in some areas of its range (e.g. northern Italy) and is also likely to be grazed by wild and domesticated   species in the pasture and agricultural margins (Osborne<em>&#160;</em>2011).<br/><br/><em>Vicia lutea&#160;</em>L. is a secondary wild relative of Hungarian Vetch&#160;<span style=""font-style: italic;"">V. pannonica</span>&#160;Crantz, a tertiary wild relative of Narbon Bean&#160;<span style=""font-style: italic;"">V. narbonensis</span>&#160;L. and Common Vetch&#160;<span style=""font-style: italic;"">V. sativa</span>&#160;L. and more remotely a number of other cultivated vetches including Faba Bean&#160;<span style=""font-style: italic;"">V. faba</span>&#160;L., Articulated Vetch,&#160;<span style=""font-style: italic;"">V. articulata</span>&#160;Hornem., Bitter Vetch&#160;<span style=""font-style: italic;"">V. ervilia</span>&#160;(L.) Willd. and Winter Vetch <span style=""font-style: italic;"">V. villosa&#160;</span>Roth. (Maxted and Douglas 1996). As a result, it has the potential for use as a gene donor for crop improvement.",Terrestrial,"The genus <em>Vicia </em>is listed in Annex I of the International Treaty on Plant Genetic Resources for Food and Agriculture (ITPGRFA) as part of the Faba Bean gene pool (FAO 2009).<br/><br/>This species is well conserved <em>ex situ, </em>with&#160;numerous&#160;accessions&#160;held in national gene  banks from throughout the species range (Osborne&#160;2011). Furthermore, Maxted (1995) notes the following institutions with <em>ex situ</em> holdings for this species:<ul><li>Centro de Conservation de Recursos Fitogeneticos (INIA), Alcala de Henares, Madrid, Spain (12 accessions)</li><li>International Livestock Centre for Africa, Addis Ababa, Ethiopia (two accessions)</li><li>Vicieae Database Project, Department of Biology Medical and Biological Sciences Building, University of Southampton, UK (19 accessions)</li><li>Royal Botanic Gardens, Wakehurst Place, Ardingly, Haywards Heath, United Kingdom (two accessions)</li><li>Western Regional Plant Introduction Station USDA-ARS, Washington State University, Johnson Hall, Pullman, Washington, USA (eight accessions).</li></ul><br/>There are no genetic <em>in situ</em> reserves specifically established for the protection of <em>Vicia</em> populations, and quantification of active <em>in situ</em> conservation in place is difficult as few reserves have species checklists and those that have been produced are not widely distributed (Maxted 1995). <em>I</em><em>n situ</em> conservation priorities for the genus <em>Vicia </em>(subgenus <em>Vicia</em>) recommended by Maxted (1995) include the establishment of <em>in situ</em> reserves in the eastern Mediterranean where species of this genus are concentrated, especially in the countries of Turkey, Lebanon, Israel, Iraq, Iran, and the Caucasian republics, as the region as a whole is threatened with genetic erosion (IBPGR 1985, Maxted 1995).",Palearctic,,false,false,Global
1468608,177137,Pteris vittata,Least Concern,,2013,2012-05-14 00:00:00 UTC,3.1,English,<p>This species is assessed as Least Concern as it is widespread with no evidence of a decline and does not face any known significant threats.</p>,"<p>  </p><p>This species typically grows in humid or moist walls, cliffs and rocks near or on the margins of streams, usually in shade and usually near permanent water (Wood 1997,&#160;Miller and Cope 1996, Miller and Morris 2004). In Oman, it is also found in the weed vegetation on cultivated fields and terraces (Patzelt pers. comm. 2012).</p>","<p>  </p><p>There are no known significant past, ongoing or future threats to this species.</p>","<p>  </p><p>There is no quantitative information on population trends in this species. However, it has become naturalized throughout much of the world and it is likely that the overall population is increasing.</p>",Increasing,"<p>This species has a sub-cosmopolitan distribution, from the Mediterranean south throughout sub-Saharan Africa south to the Cape and east through the Middle East, Russia and the Indian subcontinent to the Far East and south through South-east Asia to Australia. It has apparently been introduced to a number of Pacific Ocean island groups, New Zealand, North, Central and South America (<span style=""background-color: rgb(255, 255, 255); "">Hassler and Schmidt 2011</span>).</p>",<p>  </p><p>This species is widely sold as a house plant.</p>,Terrestrial|Freshwater (=Inland waters),<p>  </p><p>There are no conservation measures in place and none needed.</p>,Afrotropical|Australasian|Indomalayan|Nearctic|Neotropical|Oceanian|Palearctic,,false,false,Global
2675362,200642,Osyris lanceolata,Least Concern,,2018,2017-10-24 00:00:00 UTC,3.1,English,"<em>Osyris lanceolata</em>&#160;is a shrub or small tree found across a vast range of Africa and Asia as well as parts of Europe. It is considered common and widespread in many of these areas. There are some concerns of its over-exploitation outside Europe, however within Europe there are no recognised threats. High demand for this species in the eastern African countries of Burundi, Ethiopia, Kenya, Uganda, and the United Republic of Tanzania has led to its inclusion onto Appendix II of CITES. Outside of this range it is free to trade this species as demand is much lower. It is assumed that globally the population is large, and population relatively stable. There are no major threats to this species. It is listed here as Least Concern.","This species is an evergreen, highly branched shrub or small tree that grows up to 3 m tall. It grows in evergreen forest, rocky areas or along the margins of dry forest and sometimes (as in Portugal) close to the sea in shrublands. The species has a preference for sunny places and occurs in regions with warm climate,&#160;having little tolerance to cold. It has yellow-green flowers that are 2–3 mm across and orange-red drupe fruit that&#160;are&#160;7–10 mm in diameter.","Outside Europe, there are concerns subpopulations are being over-exploited in parts of its range due to its scented wood (sandalwood) and essential oil. However, further research is needed to confirm the extent of impact of this threat on these subpopulations and overall global population.","A widespread species globally. The species was considered locally frequent on Tenerife (Bramwell and Bramwell 2001), and very common and widespread on Gibraltar (Linares<em>&#160;et al.</em>&#160;1996), and it is common in Portugal (A. Carapeto pers. comm. 2017) although no European population estimates are available subpopulations are considered to be stable. In East Africa, some subpopulations are in decline due to exploitation for essential oil and timber. Elsewhere, outside of Europe, subpopulations are large and mostly stable.",Unknown,"An extremely widespread species occurring over much of southern, eastern and northern Africa, also found in southern Europe and in Asia from India to China and also on Socotra (to Yemen). It occurs from 50 to 2,700 m.","This species is listed under Appendix II of CITES for its East African subpopulations in Burundi, Kenya, Rwanda, Uganda, and the United Republic of Tanzania (CITES 2018). This prevents the exportation of this species across borders of the countries listed above without an appropriate permit. This does not apply to seed, pollen or finished products. The wood has fuel value as a substitute for sandalwood.",Terrestrial,"There are 12 known&#160;<em>ex situ</em>&#160;collections of this species in botanic gardens worldwide (BGCI 2017). This species was assessed as Least Concern for the 2013 Chinese Red List (MEPC and CAS 2013) and assessed as Least Concern across its European range (Rivers 2017). The species is listed on CITES Appendix for Burundi, Kenya, Rwanda, Uganda, and the United Republic of Tanzania. This enables monitoring of trade in the species between these countries and restricts trade to only those with correct permits. It is recommended that more information on the threat to East African subpopulations is gathered.",Afrotropical|Palearctic,,false,false,Global
3194845,10338,Hydrotarsus compunctus,Critically Endangered,B1+2c,1996,1996-08-01 00:00:00 UTC,2.3,English,,,,,,,,Freshwater (=Inland waters),,Palearctic,,false,false,Global
3194898,10339,Hydrotarsus pilosus,Endangered,B1+2c,1996,1996-08-01 00:00:00 UTC,2.3,English,,,,,,,,Freshwater (=Inland waters),,Palearctic,,false,false,Global
3406363,13014,Meladema imbricata,Critically Endangered,A1c,1996,1996-08-01 00:00:00 UTC,2.3,English,,,,,,,,Freshwater (=Inland waters),,Palearctic,,false,false,Global
5078408,157479,Delagrangeus schurmanni,Vulnerable,D2,2010,2009-06-05 00:00:00 UTC,3.1,English,"<p><a name=""OLE_LINK3"">European regional assessment: listed as </a><a name=""OLE_LINK3"">Vulnerable under criterion D2 in view that it is</a>
only known from four sites on three different islands and it is endemic to the
Canary Islands. It may possibly qualify as Vulnerable or Endangered
under Criterion B, but it is difficult to say because there is little
information on population trend, and it is not known whether suitable
habitat is stable or decreasing.<a name=""OLE_LINK3""></a></p>EU 27 regional assessment: <a name=""OLE_LINK3"">listed as </a><a name=""OLE_LINK3"">Vulnerable under criterion D2 in view that it is</a>
only known from four sites on three different islands and it is endemic to the
Canary Islands. It may possibly qualify as Vulnerable or Endangered
under Criterion B, but it is difficult to say because there is little
information on population trend, and it is not known whether suitable
habitat is stable or decreasing.","<p>This is an obligate saproxylic species. Found in the deadwood of juniper trees (<span style=""font-style: italic;"">Juniperus</span> sp.) in woodland, but no information is available on any requirements for canopy open-ness.<br/></p>",<p>No information available.</p>,"<p>There is little information
available on the abundance of this species.</p>",Unknown,"This species is only found in the Spanish archipelago of the Canary Islands in the Atlantic Ocean. Endemic to the Canary Islands. Known from Tenerife, La Gomera, and El Hierro. Reported from five sites by Gonzáles Peña <span style=""font-style: italic;"">et al.</span> (2007).","Saproxylic Coleoptera tend to be popular with beetle collectors although trade is rarely an issue, the only exceptions being a few larger species of more dramatic form or colour.",Terrestrial,<p>No specific conservation measures are in place for this species. It does not appear to occur in any protected areas. Further research is needed to determine what current and potential threats are present for this species.<br/></p>,Palearctic,,false,false,Global & Europe
5099579,157579,Leipaspis pinicola,Endangered,B2ab(iii),2010,2009-06-05 00:00:00 UTC,3.1,English,"European regional assessment: listed as Endangered (B2ab(iii)) because this species has a relatively small range (area of occupancy less than 500   <span lang=""EN-GB"">km²), it is only known from four localities and it occupies pine woodland, a habitat type which is threatened by forest management in the Canary islands and fires.<br/><br/>EU 27 regional assessment: listed as Endangered (B2ab(iii)) because this species has a relatively small range (area of occupancy less than 500   <span lang=""EN-GB"">km²), it is only known from four localities and it occupies pine woodland, a habitat type which is threatened by forest management in the Canary islands and fires.</span>","This is an obligate saproxylic species. Pine forests, under the dead bark
of fallen trees and branches, where it feeds on other xylophagous
insects (P. Bahillo de la Puebla pers. comm. 2009).","<p>Pine forests in the Canary Islands are managed for forestry, so it is possible that the species gets negatively affected if dead trees or large branches are removed from the forest as a part of the 'cleaning' management (P. Bahillo de la Puebla pers. comm. 2009). Forest fires are also a threat.<br/></p>","<p>There is little information
available on the abundance of this species. Plata-Negrache and Prendes-Ayala (1981) recorded only two specimens, one from La Palma and
the other one from El Hierro; it does not seem to be a very abundant
species. Known from four islands, only four localities known (P.
Bahillo de la Puebla pers. comm. 2009).<br/></p>",Unknown,"This species is only known from Canary Islands, Spain. Present in four
islands: La Palma, Hierro, Tenerife and Gran Canaria (Plata-Negrache and Prendes-Ayala 1981, Izquierdo <span style=""font-style: italic;"">et al.</span> 2004).","Saproxylic Coleoptera tend to be popular with beetle collectors although trade is rarely an issue, the only exceptions being a few larger species of more dramatic form or colour.",Terrestrial,<p>Not present in the Red Book of Invertebrates of Spain (Verdú and Galante 2006). It is found in at least one protected area.<br/></p>,Palearctic,,false,false,Global & Europe
